Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Tell-Tale Heart","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105748424/tell-tale-heart,3.6,-1,Sport,5.12b,1,,39.9937,-105.41847
"Dia de Los Muertos","The Graveyard > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/114149484/dia-de-los-muertos,3.4,-1,Sport,5.12a,1,60,39.74438,-105.40288
"Coyotes in the Henhouse","Claim Jumper Wall > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105825537/coyotes-in-the-henhouse,3.6,-1,Sport,5.10d,1,70,34.3079,-116.8786
"Armed and Dangerous, and Off My Medication","Armed and Dangerous (Main Cliff Left) > *Rumney > New Hampshire",https://www.mountainproject.com/route/105935097/armed-and-dangerous-and-off-my-medication,3.5,-1,Sport,5.10b,1,,43.80202,-71.83678
"Back To The Future","The Bank > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105750058/back-to-the-future,3.6,-1,Sport,5.11b/c,1,,38.6331,-105.2297
"Wacked Scenario","Gorgeous Towers > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105885929/wacked-scenario,3.6,-1,Sport,5.10b,1,,37.52313,-118.57433
Forrest,"Gateway Rock > Las Conchas > Jemez Mountains and Jemez Valley > New Mexico",https://www.mountainproject.com/route/105860955/forrest,3.6,-1,Sport,5.10b/c,1,62,35.816,-106.533
"Empire of the Fenceless","Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105756790/empire-of-the-fenceless,3.5,-1,Sport,5.12a,1,,39.9937,-105.41847
"Peer Pressure","Bonsai > *Rumney > New Hampshire",https://www.mountainproject.com/route/105927987/peer-pressure,3.5,-1,Sport,5.10d,1,,43.80288,-71.83926
"Dirty Pinkos","(u) Red Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/108347741/dirty-pinkos,3.4,-1,Sport,5.9+,4,,44.3696,-121.13916
Underdog,"Main Cliff > *Rumney > New Hampshire",https://www.mountainproject.com/route/105877217/underdog,3.4,-1,Sport,5.10a,1,,43.8025,-71.83593
"Ddong Chim!","Tan Corridor > Meadow Dome > Staunton Rocks > Staunton State Park > South Platte > Colorado",https://www.mountainproject.com/route/109210084/ddong-chim,3.7,-1,Sport,5.11b,1,65,39.5167,-105.3958
"Hidden Treasures","D. Lovely Tower > C. North Falls > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106125028/hidden-treasures,3.6,-1,Sport,5.12a,1,40,37.50635,-88.6831
Bloodshot,"(f) Cocaine Gully > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106382806/bloodshot,3.7,-1,Sport,5.11c,1,90,44.36719,-121.14307
"Lava Haul","Flavin Haven > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105972941/lava-haul,3.6,-1,Sport,5.10a,1,110,37.52468,-118.5742
Toker,"Bob Marley > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106427242/toker,3.5,-1,Sport,5.11a,1,70,37.65194,-83.72328
Colossus,"Bath Rock - West > Bath Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741866/colossus,3.5,-1,Sport,5.10c,1,80,42.07578,-113.7227
"Pistol Pete","Doc Holliday Wall > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105807952/pistol-pete,3.5,-1,Sport,5.10a/b,1,80,34.30781,-116.87833
"Solid Gold","Creek Side > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105758065/solid-gold,3.5,-1,"Trad, Sport",5.12a,5,450,39.74102,-105.41042
EGBG,"Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108766319/egbg,3.5,-1,Sport,5.10a,1,90,37.64919,-83.71343
"Enchanted Porkfist","The Dark Side > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105752419/enchanted-porkfist,3.5,-1,Sport,5.11a,1,,38.6281,-105.2239
"Rico Suave","Rico Suave Buttress > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105963848/rico-suave,3.5,-1,Sport,5.10a,1,70,38.04717,-81.06757
"Crimp Scampi","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105970881/crimp-scampi,3.5,-1,Sport,5.10d,1,70,36.00881,-93.29549
"Fuzzy Undercling","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870256/fuzzy-undercling,3.5,-1,Sport,5.11b,1,60,37.8159,-83.66918
"Functional Idiot","The Minimum Crag > Right Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/105741110/functional-idiot,3.6,-1,Sport,5.12b,1,90,39.5622,-111.6906
"The Incinerator","Incinerator Wall > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105852331/the-incinerator,3.5,-1,Sport,5.12a,1,40,34.30908,-116.87825
"Hardly Wallbanger","Pub Wall > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105880587/hardly-wallbanger,3.5,-1,Sport,5.10c,1,90,37.51096,-118.57058
"Lost Souls","Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106895203/lost-souls,3.5,-1,Sport,5.12a,1,60,38.05092,-81.07276
"Simple Simon","Super Bowl Wall > Rock Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/106111104/simple-simon,3.5,-1,Sport,5.11b,1,30,40.2667,-111.6263
"Illegal Smile","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105929386/illegal-smile,3.5,-1,Sport,5.11b,1,80,38.63213,-105.22238
Rumplestiltskin,"North (Left) Face > The Enchanted Tower > Enchanted Tower > New Mexico",https://www.mountainproject.com/route/105845012/rumplestiltskin,3.6,-1,Sport,5.12a,1,75,34.23091,-107.91688
"Sancho Belige","Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106002342/sancho-belige,3.5,-1,Sport,5.11c,1,70,38.05092,-81.07276
"Post Orgasmic Depression","Monolith > East Side > Pinnacles National Park > Central Coast > California",https://www.mountainproject.com/route/105952181/post-orgasmic-depression,3.5,-1,Sport,5.11a,1,60,36.47327,-121.18668
"Eye of the Needle","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106282978/eye-of-the-needle,3.5,-1,Sport,5.11b,1,85,37.8029,-83.5762
"Pansee Sauvage","Redgarden - S Buttress > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",https://www.mountainproject.com/route/105753511/pansee-sauvage,3.6,-1,"Trad, Sport","5.11b R",1,85,39.93119,-105.28395
"Hanoi Hilton","Vietnam > Valhalla > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105844805/hanoi-hilton,3.6,-1,Sport,5.11d,1,75,44.13974,-107.25794
"Post Moderate","Winter Wall > Diablo Canyon > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/105796992/post-moderate,3.5,-1,Sport,5.9,1,165,35.80566,-106.14024
"Voyage of the Cowdog","(a) Picnic Lunch Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106673268/voyage-of-the-cowdog,3.2,-1,Sport,5.8+,3,260,44.36822,-121.14011
"Dead Man Walking","The Dihedrals > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106085470/dead-man-walking,3.5,-1,"Trad, Sport",5.9,1,135,25.949,-100.477
"Pogue Ethics","Phantasia > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106149020/pogue-ethics,3.5,-1,Sport,5.9+,1,80,37.84495,-83.64369
"In The Morning, You'll Be Mine","The Gym > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/106015608/in-the-morning-youll-be-mine,3.6,-1,Sport,5.11d,1,,38.6329,-105.2165
"Black Mamba","Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/105996485/black-mamba,3.5,-1,Sport,5.11c,1,60,43.80293,-71.83513
"Peer Review","The Highlands aka Highlander > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105749857/peer-review,3.5,-1,Sport,5.12b,1,100,39.73821,-105.3164
Ixtlan,"North Face > Whiskey Peak > 16-Black Velvet Canyon > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105826195/ixtlan,3.5,-1,"Trad, Sport",5.11c,3,200,36.03509,-115.46345
"Big Top","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105980008/big-top,3.5,-1,Sport,5.11b,1,65,36.00881,-93.29549
"Charlee and the Stick Factory","The Fortress > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108070248/charlee-and-the-stick-factory,3.5,-1,Sport,5.10d,1,70,39.32525,-120.6488
Nevermore,"Easter Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105757513/nevermore,3.5,-1,Sport,5.13a,1,50,39.9937,-105.41847
"The Good, The Bad, and The Jacked","Vampire Rock > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105758419/the-good-the-bad-and-the-jacked,3.5,-1,Sport,5.12a,2,150,39.997,-105.4139
"Fat Hand","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106299414/fat-hand,3.5,-1,Sport,5.12a,1,65,36.00881,-93.29549
"Hot Beach","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105761523/hot-beach,3.5,-1,Sport,5.12a,1,80,38.63213,-105.22238
Tropicana,"Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/105884809/tropicana,3.5,-1,Sport,5.11a,2,,43.80293,-71.83513
"Mrs. Field's Follies","Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106138609/mrs-fields-follies,3.4,-1,Sport,5.8,1,95,38.10049,-81.09596
"Zoaster Toaster","The Minimum Crag > Right Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/105808831/zoaster-toaster,3.5,-1,Sport,5.11d,1,90,39.5622,-111.6906
"Pleasant Pheasant","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105950090/pleasant-pheasant,3.5,-1,Sport,5.11a,1,80,49.6437,-123.2121
"Groove Tube","Fire Wall > Tonsai Bay > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International",https://www.mountainproject.com/route/105901068/groove-tube,3.5,-1,Sport,5.9-,2,180,8.0168,98.8328
"Green Goblin","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105965785/green-goblin,3.5,-1,Sport,5.8,1,65,36.00881,-93.29549
"Treasure of the Sierra Madre","Mota Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/105949507/treasure-of-the-sierra-madre,3.5,-1,Sport,5.10c,7,700,25.94747,-100.4761
Loompa,"Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106927842/loompa,3.5,-1,Sport,5.10c,1,60,37.64919,-83.71343
"Space Lord","The Minimum Crag > Right Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/105741104/space-lord,3.5,-1,Sport,5.12c,1,90,39.5622,-111.6906
"Learning to Fly","Prophecy Wall > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106049435/learning-to-fly,3.5,-1,Sport,5.10c,1,55,36.00388,-93.29631
"Mulligan Stew","Hobo Jungle > San Francisco Peaks > Flagstaff Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/107651178/mulligan-stew,3.5,-1,Sport,5.11-,1,75,35.3899,-111.6138
"Flight of the Gumby","Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105944377/flight-of-the-gumby,3.5,-1,Sport,5.9+,1,80,38.05092,-81.07276
"Super Dario","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106121898/super-dario,3.5,-1,Sport,5.11a,1,70,37.81596,-83.58104
"Rainy Day Woman","World Wall > Exit 32 / Little Si > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105789888/rainy-day-woman,3.5,-1,Sport,5.12a,1,80,47.49883,-121.75525
"Super Size Me","Fast Food Wall > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108073763/super-size-me,3.5,-1,Sport,5.11a,1,80,39.32749,-120.64662
"Autumn Arch","g. Autumn Arch Sector > Safe Harbor South > Safe Harbor > South Central PA > Pennsylvania",https://www.mountainproject.com/route/107379077/autumn-arch,3.5,-1,Sport,5.10b,1,85,39.91868,-76.37749
"Whipping Post","Penitente - Entrance Area > Penitente Canyon > San Luis Valley > Colorado",https://www.mountainproject.com/route/105757354/whipping-post,3.5,-1,Sport,5.11a,1,50,37.84401,-106.28755
Meteor,"Left Wall > The Wedge > El Cajon Mountain > South SD > San Diego > California",https://www.mountainproject.com/route/107352012/meteor,3.3,-1,Sport,5.8,4,400,32.90461,-116.81845
"Screaming Yellow Zonkers","(q) Mesa Verde Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105803440/screaming-yellow-zonkers,3.5,-1,Sport,5.10b,1,85,44.36866,-121.14442
"Social Outcast","Bonsai > *Rumney > New Hampshire",https://www.mountainproject.com/route/105879133/social-outcast,3.4,-1,Sport,5.12a,1,,43.80288,-71.83926
"Will the Wolf Survive?","Los Lobos Wall > Los Lobos Canyon > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/105906014/will-the-wolf-survive,3.4,-1,Sport,5.10a,4,400,25.94968,-100.47518
"Dry Times","The Pipe Dream > Right Fork > Maple Canyon > Utah",https://www.mountainproject.com/route/105741122/dry-times,3.5,-1,Sport,5.12a,1,90,39.5657,-111.6964
Gemini,"Bath Rock - West > Bath Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105845597/gemini,3.5,-1,Sport,5.12a,1,65,42.07578,-113.7227
"Something's Always Wrong","The Right Bunker > Foster Falls > Tennessee",https://www.mountainproject.com/route/107301050/somethings-always-wrong,3.5,-1,Sport,5.10d,1,80,35.18235,-85.67386
"I Claudius","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105757618/i-claudius,3.5,-1,Sport,5.11a,1,75,38.63213,-105.22238
"Red Rib","Hostess Gully - West Corridor > Castle Rocks > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811870/red-rib,3.5,-1,Sport,5.10a,1,195,42.12433,-113.67199
K.S.B.,"The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106885779/ksb,3.5,-1,Sport,5.10d,1,60,37.65214,-83.70995
Crystal,"The Gym > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105758512/crystal,3.5,-1,Sport,5.11b,1,60,38.6329,-105.2165
"Pancho Villa Rides Again","Mota Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/105939475/pancho-villa-rides-again,3.5,-1,Sport,5.10c,5,500,25.94747,-100.4761
"The Brown Palace","Mary's Bust - main buttress > Mary's Bust Area > Big Thompson Canyon > Estes Park Valley > Colorado",https://www.mountainproject.com/route/106504214/the-brown-palace,3.4,-1,Sport,5.11a,6,450,40.41571,-105.37543
"Swamp Rat","Cliffs of Insanity > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106264981/swamp-rat,3.5,-1,Sport,5.8,1,70,36.0049,-93.2846
"Sucking My Will to Live","Primo Wall > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105748481/sucking-my-will-to-live,3.5,-1,Sport,5.12c,1,,39.73929,-105.41527
1057,"Yellow Pine > Mount Charleston > Southern Nevada > Nevada",https://www.mountainproject.com/route/106504520/1057,3.6,-1,Sport,5.10b,1,55,36.27202,-115.67183
"Step Into The Light","Kudos Left > Kudos Cliff > The Benches > The Emeralds > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108143932/step-into-the-light,3.5,-1,Sport,5.10c,1,70,39.32721,-120.64672
"Peace Pipe","Trail of Tears Wall > The Mohican > Spearfish Canyon > South Dakota",https://www.mountainproject.com/route/107015736/peace-pipe,3.5,-1,Sport,5.10c,1,100,44.33171,-103.9001
"Cunning Stunt","The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105800865/cunning-stunt,3.5,-1,Sport,5.10c/d,1,80,47.8196,-121.56917
Medussa,"Tower One > Hellgate Cliffs > Little Cottonwood Canyon > Wasatch Range > Utah",https://www.mountainproject.com/route/105949830/medussa,3.8,-1,Sport,5.11b/c,1,80,40.59015,-111.64812
Venom,"A. Mr. Jimmy > A. North Canyon > *Jackson Falls > Illinois",https://www.mountainproject.com/route/106069022/venom,3.5,-1,Sport,5.10a,1,,37.50459,-88.68908
"Nine Gallon Buckets","(g) Morning Glory Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105800412/nine-gallon-buckets,3.4,-1,Sport,5.10c,2,90,44.36716,-121.14353
"New River","North End > Peak’s Crag > San Francisco Peaks > Flagstaff Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/110520937/new-river,3.5,-1,Sport,5.10b,1,60,35.30715,-111.70502
"Mr. Slate","Swiss Tower > The Pit > Flagstaff Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/105810911/mr-slate,3.4,-1,Sport,5.10b,1,70,35.12939,-111.59642
Gaucho,"Zorro Area > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105841216/gaucho,3.5,-1,Sport,5.10d,1,70,42.5797,-108.7168
"Gringo Disco","Central Scrutinizer > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106183786/gringo-disco,3.5,-1,Sport,5.11b,1,165,25.9492,-100.47628
"Upside The Cranium","The Monkey Skull > South Fork of St. Vrain Canyon > St. Vrain Canyons > Lyons > Colorado",https://www.mountainproject.com/route/105749647/upside-the-cranium,3.5,-1,Sport,5.10c,1,100,40.17899,-105.35041
"Muscle Beach","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105758910/muscle-beach,3.5,-1,Sport,5.11a,1,80,38.63213,-105.22238
"Pointy Little Devil","Shakers > Monster North > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/106668127/pointy-little-devil,3.5,-1,Sport,5.8,1,115,43.88366,-103.46281
"Simians to the Sun","Watch Crystal > East  Animas > Durango > Colorado",https://www.mountainproject.com/route/105820922/simians-to-the-sun,3.5,-1,"Trad, Sport",5.9+,2,250,37.32033,-107.83351
"Ga-stoned Again","The Gym > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105761217/ga-stoned-again,3.4,-1,Sport,5.9,1,80,38.6329,-105.2165
"Apocalypse Later","Apocalypse Walls > *Rumney > New Hampshire",https://www.mountainproject.com/route/105908757/apocalypse-later,3.5,-1,Sport,5.11d,1,,43.80231,-71.8324
"Hot Tamale Baby","D. Hot Tamale Wall > The Main Wall > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105863234/hot-tamale-baby,3.5,-1,Sport,5.12a,1,70,42.58489,-108.73638
"Caustic Cock","Cannibal Crag > 01-Calico Basin > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820098/caustic-cock,3.4,-1,Sport,5.11b,1,40,36.14903,-115.42296
"Knucko's Pride of the North","Gorgeous Towers > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105912100/knuckos-pride-of-the-north,3.5,-1,Sport,5.11b,1,90,37.52313,-118.57433
"Patience Face","Dinosaur Rock > Central > Flatirons > Boulder > Colorado",https://www.mountainproject.com/route/106207663/patience-face,3.4,-1,"Sport, TR",5.12a,1,115,39.9734,-105.2875
Slammer,"Wall of Justice > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105748451/slammer,3.5,-1,Sport,5.12b,1,,39.7374,-105.3202
Push,"1. First Buttress > Upper Meadow > Meadow River Gorge > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106550098/push,3.6,-1,Sport,5.12a,1,90,38.14319,-80.91967
Thor,"World Domination > Mondo Beyondo > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105956413/thor,3.5,-1,Sport,5.10a,1,70,44.13034,-107.2571
"Out of the Bag","Rico Suave Buttress > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106461172/out-of-the-bag,3.5,-1,Sport,5.11d,1,80,38.04717,-81.06757
"More Funky Than Gunky","Camel Jockey > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/105827721/more-funky-than-gunky,3.5,-1,Sport,5.9,1,70,42.74111,-108.83388
"Too Much Fun","Bumblie Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742073/too-much-fun,3.4,-1,Sport,5.8,1,150,42.07848,-113.7135
"Purple Toe Nails","Spiney Ridge > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105763212/purple-toe-nails,3.5,-1,Sport,5.11c,1,80,38.6307,-105.2178
"Go Speed Racer","Pinhead Wall > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/107387719/go-speed-racer,3.5,-1,Sport,5.10+,1,80,32.31622,-110.74202
"Yellow Man","Martini Sector > The Discovery Wall > The Fins > Central Idaho > Idaho",https://www.mountainproject.com/route/108134263/yellow-man,3.5,-1,Sport,5.11a,1,70,43.72721,-113.08171
Ruben,"Jimmywood > Foster Falls > Tennessee",https://www.mountainproject.com/route/109079486/ruben,3.4,-1,Sport,5.9,1,90,35.17715,-85.68247
"Sunset Streaks","Main Wall > Corte Madera > South SD > San Diego > California",https://www.mountainproject.com/route/107491542/sunset-streaks,3.4,-1,Sport,5.10a,5,400,32.7509,-116.591
"Coven (Seriously Though)","Mustache Wall > Scheelite Canyon / Pratt's Crack Gully > Pine Creek Canyon > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106831633/coven-seriously-though,3.5,-1,Sport,5.11b,1,100,37.3836,-118.67689
"Love Stinks","Banana Belt > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105896599/love-stinks,3.6,-1,Sport,5.11a,1,115,37.51085,-118.56962
"The Joker","The White Wall > The Pit > Flagstaff Area > Northern Arizona > Arizona",https://www.mountainproject.com/route/105810970/the-joker,3.8,-1,Sport,5.12c,1,80,35.1292,-111.5973
"Yankee Clipper","La Selva (Jungle Wall) > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106081566/yankee-clipper,3.4,-1,Sport,5.12a,15,1500,25.94838,-100.47698
"Gettin' Lucky in Kentucky","Tectonic Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106065461/gettin-lucky-in-kentucky,3.4,-1,Sport,5.10b,1,60,37.7301,-83.6318
"Monkey in the Middle","The Old Zoo > The Zoo > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106127925/monkey-in-the-middle,3.5,-1,Sport,5.11a,1,80,37.73387,-83.66162
"Captain Insano","World Domination > Mondo Beyondo > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/106159245/captain-insano,3.7,-1,Sport,5.11d,1,100,44.13034,-107.2571
"Cobble Wobble","Big Pine Wall > El Rito Sport Area > El Rito > New Mexico",https://www.mountainproject.com/route/105819246/cobble-wobble,3.5,-1,Sport,5.10c,1,65,36.39277,-106.19575
"Sunny and Steep","Sunny and Steep > Kraft Mountain Area > 01-Calico Basin > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105891002/sunny-and-steep,3.4,-1,Sport,5.11d,1,50,36.16986,-115.42321
"Mr. Magoo","Mr. Magoo Rock > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106048532/mr-magoo,3.5,-1,Sport,5.10c,1,55,36.0055,-93.2861
"The Preacher's Daughter","The Gallery > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/107879859/the-preachers-daughter,3.5,-1,Sport,5.11-,1,70,37.65292,-83.71772
Regroovable,"Contest Wall > Sand Gulch > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105748690/regroovable,3.5,-1,Sport,5.11b,1,,38.62148,-105.23217
"Walking With A Ghost","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106210086/walking-with-a-ghost,3.4,-1,Sport,5.11b/c,1,55,39.75032,-105.24779
"Skippin' Stones","The Crystal Tower > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105763950/skippin-stones,3.5,-1,Sport,5.11c,1,65,39.74004,-105.41469
"Leopard Skin","Sand Dunes > Island In The Sky > Snow Canyon State Park > Saint George > Utah",https://www.mountainproject.com/route/105891653/leopard-skin,3.3,-1,"Trad, Sport",5.7,4,260,37.18996,-113.64342
"Reef On It!","Tan Corridor > Meadow Dome > Staunton Rocks > Staunton State Park > South Platte > Colorado",https://www.mountainproject.com/route/108152210/reef-on-it,3.4,-1,Sport,5.10-,1,60,39.5167,-105.3958
"Cross Eyed and Blind","1. First Buttress > Upper Meadow > Meadow River Gorge > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106550243/cross-eyed-and-blind,3.5,-1,Sport,5.11a,1,80,38.14319,-80.91967
"Borrowing From Tradition","Area 13 - Left Side > Area 13 > Clark Canyon > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/106173656/borrowing-from-tradition,3.5,-1,Sport,5.10b,1,90,37.78854,-118.91226
Consilience,"Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760851/consilience,3.5,-1,Sport,5.11b/c,1,110,39.9966,-105.4147
"Orange Crush","The Far East > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105988227/orange-crush,3.4,-1,Sport,5.9+,1,,36.00394,-93.28377
"Local Boys Do Good","Shannon Falls Wall > Shannon Falls > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105918383/local-boys-do-good,3.5,-1,"Trad, Sport","5.11a PG13",3,350,49.66932,-123.15753
"Tangerine Dream","(f) Torture Machine Area > Riverside Quarry > Inland Empire > California",https://www.mountainproject.com/route/105903225/tangerine-dream,3.4,-1,Sport,5.10d,1,90,34.01758,-117.4157
"The Dike Route","Pywiak Dome > Pywiack Area > Tuolumne Meadows > Yosemite National Park > California",https://www.mountainproject.com/route/105862957/the-dike-route,3.4,-1,"Trad, Sport","5.9 R",5,,37.8453,-119.444
